transaction_id,order_ref,product_code,product_name,supplier_code,supplier_name,distributor_code,distributor_name,pharmacy_code,pharmacy_name,order_date,lead_time,delivery_date,quantity_ordered,quantity_delivered,unit_cost,transport_cost,total_cost,status,batch_no,expiry_date,storage_temp,postcode,notes
T100950,OR-23619,PN006,Warfarin 2mg Tablet,S001,NHS Supply Chain,D003,Scotland Regional Hub,PH003,City Clinic Pharmacy,2024.07.10,5,2024-07-17,500,183.0,63.25,181.17,31806.17,Partial,,2026-08-19,2-8C,Unknown,temperature sensitive
T100710,OR-55663,PN007,Omeprazole 20mg Capsule,S005,GlobalMeds,D004,Wales Depot,PH001,St Thomas Hospital Pharmacy,2025/06/16,10,27 June 2025,50,50.0,26.75,204.03,TBD,Returned,,26/04/2026,ambient,LS1 1UR,short shipment
T100607,OR-68319,PN002,Paracetamol 500mg Tablet,S002,MediSupply Ltd,D004,Wales Depot,PH009,Midtown Pharmacy,01-Oct-2023,2,03/10/2023,500,294.0,28.09,83.2,14128.2,In Transit,B2643,2025-01-05,Refrigerated,B1 1AA,call before delivery
T100766,OR-44993,PN004,Atorvastatin 20mg Tablet,S003,UKPharma Dist,D002,North West Depot,PH001,St Thomas Hospital Pharmacy,06-Jan-2024,7,01/13/2024,100,100.0,£67.28,293.14,7021.14,Delivered,B4231,2026-05-07,18C,M1 2AB,handle with care
T100770,OR-63655,PN008,Flu Vaccine,S003,UKPharma Dist,D001,Central Hub London,PH003,City Clinic Pharmacy,2023-07-30,4,2023-08-03,0,0.0,£43.94,9.91,TBD,Cancelled,B7944,2025-04-18,18C,B1 1AA,handle with care
T101279,OR-74219,PN005,Salbutamol Inhaler,S003,UKPharma Dist,D002,North West Depot,PH003,City Clinic Pharmacy,06/15/2023,5,20/06/2023,20,20.0,61.4,266.65,1494.65,Delivered,B9008,2024-05-07,2 to 8°C,Unknown,call before delivery
T100322,OR-20747,PN001,Amoxicillin 500mg Capsule,S003,UKPharma Dist,D005,East England Depot,PH010,University Hospital Pharmacy,07-Aug-2024,4,2024-08-12,200,148.0,73.41,28.71,14710.71,Partial,B3843,2025-11-16,18C,Unknown,temperature sensitive
T100249,OR-68672,PN008,Flu Vaccine,S004,HealQuick,D003,Scotland Regional Hub,PH007,Southcare Pharmacy,02-Apr-2024,5,08/04/2024,20,20.0,31.19,152.25,776.05,Delivered,B6295,20/08/2025,Cold Chain,SE1 9RT,handle with care
T100317,OR-17863,PN008,Flu Vaccine,S005,GlobalMeds,D005,East England Depot,PH002,Royal Infirmary Pharmacy,2024.03.04,5,03/09/2024,200,200.0,2.3,58.96,518.96,Returned,B2094,04/07/2026,2-8C,B1 1AA,call before delivery
T101158,OR-83700,PN010,Co-codamol 30/500 Tablet,S003,UKPharma Dist,D001,Central Hub London,PH005,County General Pharmacy,01/11/2024,14,2024-11-15,200,200.0,57.21,265.57,11717.57,In Transit,B4000,15/10/2026,2 to 8°C,Unknown,handle with care
T101546,OR-27826,PN001,Amoxicillin 500mg Capsule,S003,UKPharma Dist,D001,Central Hub London,PH004,Community Health Pharmacy,02/18/2024,4,2024-02-22,300,192.0,12.42,112.5,3938.5,Delivered,3206,30/12/2025,Refrigerated,M1 2AB,temperature sensitive
T100631,OR-54615,PN006,Warfarin 2mg Tablet,S003,UKPharma Dist,D004,Wales Depot,PH010,University Hospital Pharmacy,2024/05/19,10,31/05/2024,50,50.0,44.27,221.8,2435.3,Cancelled,B8680,2025-06-30,Room Temp,Unknown,
T100757,OR-43179,PN006,Warfarin 2mg Tablet,S003,UKPharma Dist,D005,East England Depot,PH002,Royal Infirmary Pharmacy,17/11/2023,10,2023-11-27,20,20.0,13.23,162.94,427.54,In Transit,B5125,2025-06-21,18C,b1 1aa,urgent
T100608,OR-47714,PN007,Omeprazole 20mg Capsule,S001,NHS Supply Chain,D005,East England Depot,PH005,County General Pharmacy,26/10/2024,4,2024-11-01,200,129.0,57.69,121.47,11659.47,Delivered,B6897,2026-08-14,18C,SE1 9RT,temperature sensitive
T100580,OR-17019,PN007,Omeprazole 20mg Capsule,S005,GlobalMeds,D001,Central Hub London,PH007,Southcare Pharmacy,03/20/2023,14,2023-04-04,200,200.0,27.81,223.45,5785.45,Returned,B7725,2025-04-12,Refrigerated,B1 1AA,short shipment
T100965,OR-92984,PN003,insulin glargine 100iu/ml,S002,MediSupply Ltd,D004,Wales Depot,PH007,Southcare Pharmacy,12/12/2023,2,2023-12-15,10,,1.37,117.55,131.25,Delivered,,2025-04-22,18C,LS1 1UR,
T101199,OR-23057,PN010,co-codamol 30/500 tablet,S001,NHS Supply Chain,D005,East England Depot,PH008,Lakeside Pharmacy,2023-01-06,2,08/01/2023,20,20.0,£73.95,,1479.0,Delivered,B2909,20/07/2023,Cold Chain,B1 1AA,handle with care
T101188,OR-59268,PN007,Omeprazole 20mg Capsule,S004,HealQuick,D004,Wales Depot,PH003,City Clinic Pharmacy,2025.04.01,2,04/03/2025,0,0.0,36.12,289.99,289.99,In Transit,B5574,2027-06-12,Room Temp,LS1 1UR,temperature sensitive
T100085,OR-82559,PN004,Atorvastatin 20mg Tablet,S005,GlobalMeds,D004,Wales Depot,PH010,University Hospital Pharmacy,31/05/2024,2,04/06/2024,20,20.0,49.49,264.42,1254.22,In Transit,B6617,2026-03-05,Cold Chain,,short shipment
T101120,OR-73481,PN009,Metformin 500mg Tablet,S001,NHS Supply Chain,D002,North West Depot,PH007,Southcare Pharmacy,08-Jan-2025,3,2025-01-12,50,50.0,56.08,217.26,3021.26,Cancelled,B1837,24/04/2026,Room Temp,Unknown,urgent
T101515,OR-36871,PN008,Flu Vaccine,S003,UKPharma Dist,D004,Wales Depot,PH001,St Thomas Hospital Pharmacy,27-Jul-2023,4,2023-07-31,150,150.0,17.41,238.7,2850.2,In Transit,B5659,23/03/2024,Refrigerated,B1 1AA,call before delivery
T100360,OR-87200,PN009,Metformin 500mg Tablet,S005,GlobalMeds,D001,Central Hub London,PH004,Community Health Pharmacy,08/12/2023,10,2023-08-22,150,118.0,32.62,135.52,5028.52,Partial,B2774,27/05/2025,18C,B1 1AA,call before delivery
T100260,OR-67219,PN008,Flu Vaccine,S003,UKPharma Dist,D001,Central Hub London,PH004,Community Health Pharmacy,2025/02/20,5,2025-02-27,100,100.0,72.95,99.94,7394.94,Cancelled,B3317,01/12/2026,2-8C,B1 1AA,
T100282,OR-27841,PN006,Warfarin 2mg Tablet,S001,NHS Supply Chain,D002,North West Depot,PH007,Southcare Pharmacy,2025/04/19,14,03/05/2025,20,20.0,40.69,50.03,863.83,Returned,B3491,2027-07-02,ambient,LS1 1UR,temperature sensitive
T101584,OR-76378,PN001,Amoxicillin 500mg Capsule,S003,UKPharma Dist,D003,Scotland Regional Hub,PH007,Southcare Pharmacy,28/06/2023,14,07/12/2023,10,10.0,8.19,95.11,177.01,Returned,B1586,20/01/2024,2-8C,Unknown,urgent
T100353,OR-76725,PN006,Warfarin 2mg Tablet,S003,UKPharma Dist,D001,Central Hub London,PH006,Northside Pharmacy,2024-10-07,4,10/13/2024,10,3.0,14.87,60.95,209.65,Delivered,B1446,07/03/2027,18C,B1 1AA,handle with care
T100054,OR-49692,PN005,Salbutamol  Inhaler,S004,HealQuick,D003,Scotland Regional Hub,PH007,Southcare Pharmacy,2025/04/15,4,21/04/2025,100,100.0,24.78,109.5,2587.5,Returned,B1440,2027-01-27,Cold Chain,,temperature sensitive
T101098,OR-69203-DUP,PN003,Insulin Glargine 100IU/ml,S001,NHS Supply Chain,D005,East England Depot,PH004,Community Health Pharmacy,2025-05-22,5,2025-05-27,250,97.0,18.82,122.55,4827.55,Delivered,B6483,Aug 07 2027,Cold Chain,Unknown,urgent
T101489,OR-22263,PN006,Warfarin 2mg Tablet,S003,UKPharma Dist,D002,North West Depot,PH009,Midtown Pharmacy,2025-01-12,2,2025-01-15,100,100.0,9.61,182.11,1143.11,Cancelled,B7163,2026-06-20,2 to 8°C,,temperature sensitive
T100906,OR-52109,PN010,Co-codamol 30/500 Tablet,S002,MediSupply Ltd,D002,North West Depot,PH005,County General Pharmacy,2024-12-02,5,2024-12-07,50,50.0,£4.29,295.49,TBD,Partial,B2581,Mar 03 2026,ambient,LS1 1UR,urgent
T100598,OR-26187,PN007,Omeprazole 20mg Capsule,S003,UKPharma Dist,D004,Wales Depot,PH004,Community Health Pharmacy,06-Feb-2025,4,2025-02-10,500,242.0,6.61,30.89,3335.89,Partial,B7234,N/A,2 to 8°C,,urgent
T101348,OR-24862,PN009,Metformin 500mg Tablet,S001,NHS Supply Chain,D004,Wales Depot,PH006,Northside Pharmacy,02-Mar-2024,4,2024-03-06,100,100.0,52.18,125.35,5343.35,Cancelled,B4551,2025-03-10,2-8C,unknown,call before delivery
T100666,OR-51691,PN009,Metformin 500mg Tablet,S001,NHS Supply Chain,D005,East England Depot,PH009,Midtown Pharmacy,24-Feb-2023,10,07/03/2023,0,0.0,32.28,46.69,46.69,Cancelled,B8553,08/03/2025,Cold Chain,Unknown,call before delivery
T100832,OR-93052,PN010,Co-codamol  30/500  Tablet,S002,MediSupply Ltd,D004,Wales Depot,PH007,Southcare Pharmacy,04/24/2024,2,04/26/2024,150,150.0,£62.44,63.74,9429.74,Returned,B8555,2026-09-06,2-8C,Unknown,call before delivery
T100216,OR-99610,PN004,Atorvastatin 20mg Tablet,S001,NHS Supply Chain,D004,Wales Depot,PH002,Royal Infirmary Pharmacy,08/17/2023,10,2023-08-29,200,200.0,74.73,142.87,15063.37,Partial,B4497,16/03/2024,2-8C,M1 2AB,urgent
T100112,OR-81932,PN002,Paracetamol 500mg Tablet,S005,GlobalMeds,D004,Wales Depot,PH006,Northside Pharmacy,23/12/2023,7,12/30/2023,250,250.0,51.56,25.74,12915.74,Returned,5713,31/05/2026,Cold Chain,M1 2AB,urgent
T101361,OR-97792,PN009,Metformin 500mg Tablet,S003,UKPharma Dist,D002,North West Depot,PH002,Royal Infirmary Pharmacy,03/29/2024,-1,29/03/2024,50,50.0,£41.72,18.16,2104.16,Delivered,B3760,2024-10-17,2 to 8°C,N/A,temperature sensitive
T100792,OR-67859,PN008,Flu Vaccine,S003,UKPharma Dist,D001,Central Hub London,PH005,County General Pharmacy,01/04/2025,10,2025-04-11,200,60.0,21.07,262.97,4476.97,In Transit,B7855,Jun 13 2026,2 to 8°C,,call before delivery
T100169,OR-88250,PN002,Paracetamol 500mg Tablet,S003,UKPharma Dist,D005,East England Depot,PH008,Lakeside Pharmacy,2023/03/28,5,2023-04-02,300,120.0,11.23,92.04,3461.04,Returned,3973,2023-11-22,ambient,M1 2AB,
T100876,OR-30588,PN003,Insulin Glargine 100IU/ml,S004,HealQuick,D005,East England Depot,PH008,Lakeside Pharmacy,21-Feb-2025,7,02/03/2025,200,200.0,48.27,131.2,9795.2,Returned,B9245,2026-07-29,18C,M1 2AB,temperature sensitive
T100601,OR-25892,PN005,Salbutamol Inhaler,S003,UKPharma Dist,D005,East England Depot,PH009,Midtown Pharmacy,2024/05/18,7,05/26/2024,50,50.0,10.03,6.91,508.41,In Transit,B1149,22/03/2026,18C,SE1 9RT,urgent
T100463,OR-71221,PN002,paracetamol 500mg tablet,S002,MediSupply Ltd,D002,North West Depot,PH005,County General Pharmacy,29-Aug-2023,5,03/09/2023,20,20.0,0.78,242.77,258.37,Partial,B3130,May 13 2024,Cold Chain,LS1 1UR,handle with care
T101246,OR-27285,PN005,Salbutamol Inhaler,S001,NHS Supply Chain,D005,East England Depot,PH008,Lakeside Pharmacy,02/06/2023,14,06/18/2023,50,50.0,17.68,266.82,1150.82,Delivered,B9414,Oct 23 2024,Refrigerated,B1 1AA,urgent
T100018,OR-27892,PN007,Om3prazole 20mg Capsule,S005,GlobalMeds,D005,East England Depot,PH006,Northside Pharmacy,09/29/2024,14,13/10/2024,250,250.0,12.3,27.96,3102.96,Partial,B3522,20/01/2026,Cold Chain,LS1 1UR,temperature sensitive
T100415,OR-73418,PN006,Warfarin 2mg Tablet,S002,MediSupply Ltd,D004,Wales Depot,PH005,County General Pharmacy,10/01/2023,5,06/10/2023,20,20.0,30.32,140.41,746.81,Delivered,B6850,2025-06-21,2-8C,M1 2AB,
T101067,OR-62456,PN007,Omeprazole 20mg Capsule,S004,HealQuick,D001,Central Hub London,PH006,Northside Pharmacy,05/03/2023,7,,300,300.0,16.28,,4884.0,Delivered,B1741,2025-02-09,Refrigerated,Unknown,handle with care
T100280,OR-60466,PN009,Metformin 500mg Tablet,S001,NHS Supply Chain,D003,Scotland Regional Hub,PH003,City Clinic Pharmacy,2023/11/27,7,12/06/2023,50,50.0,55.87,184.5,2978.0,Cancelled,B8571,08/11/2025,2 to 8°C,M1 2AB,short shipment
T100420,OR-74297,PN007,Omeprazole 20mg Capsule,S005,GlobalMeds,D002,North West Depot,PH010,University Hospital Pharmacy,11/25/2023,4,2023-11-29,200,200.0,37.46,44.9,7536.9,In Transit,B8045,Feb 17 2026,Refrigerated,ls1 1ur,temperature sensitive
T101331,OR-19979,PN009,Metformin 500mg Tablet,S001,NHS Supply Chain,D002,North West Depot,PH007,Southcare Pharmacy,02-Feb-2024,3,05 February 2024,20,20.0,61.01,290.37,1510.57,Cancelled,B2263,03/08/2024,ambient,M1 2AB,temperature sensitive
T100486,OR-60816,PN005,salbutamol inhaler,S005,GlobalMeds,D003,Scotland Regional Hub,PH006,Northside Pharmacy,08-May-2024,5,2024-05-13,50,29.0,48.74,66.64,2503.64,Cancelled,B8488,23/11/2025,2 to 8°C,M1 2AB,temperature sensitive
T101267,OR-36503,PN002,Paracetamol 500mg Tablet,S003,UKPharma Dist,D004,Wales Depot,PH006,Northside Pharmacy,22/08/2024,2,2024-08-26,100,100.0,8.65,142.32,1007.32,Partial,B5811,10/03/2025,Refrigerated,M1 2AB,"handle with care
please confirm"
T100031,OR-68841,PN006,Warfarin 2mg Tablet,S005,GlobalMeds,D005,East England Depot,PH006,Northside Pharmacy,19-Jan-2023,3,2023-01-22,100,100.0,£66.33,101.03,TBD,Partial,B3962,2025-04-17,18C,LS1 1UR,temperature sensitive
T101415,OR-80181,PN004,Atorvastatin 20mg Tablet,S003,UKPharma Dist ,D004,Wales Depot,PH008,Lakeside Pharmacy,2025/01/24,14,07/02/2025,100,,40.22,91.13,4113.13,Delivered,B3876,May 10 2026,18C,SE1 9RT,urgent
T100205,OR-17968,PN005,Salbutamol Inhaler,S002,MediSupply Ltd,D001,Central Hub London,PH010,University Hospital Pharmacy,01/11/2024,5,07/11/2024,50,50.0,53.51,253.83,2929.33,Cancelled,B2923,Jul 08 2025,Refrigerated,B1 1AA,urgent
T100431,OR-30973,PN004,Atorvastatin 20mg Tablet,S001,NHS Supply Chain,D004,Wales Depot,PH009,Midtown Pharmacy,2024/09/05,n/a,,0,0.0,26.53,56.84,56.84,Returned,B3976,2026-12-13,Refrigerated,LS1 1UR,temperature sensitive
T100602,OR-31862,PN005,Salbutamol Inhaler,S003,UKPharma Dist,D005,East England Depot,PH005,County General Pharmacy,2023-11-12,14,2023-11-26,20,20.0,30.96,169.32,788.52,Partial,B5191,Oct 21 2025,Refrigerated,LS1 1UR,call before delivery
T100654,OR-90244,PN009,Metformin 500mg Tablet,S003,UKPharma Dist,D002,North West Depot,PH004,Community Health Pharmacy,2024.12.07,-2,2024-12-05,300,300.0,11.1,298.73,3628.73,Delivered,B3319,N/A,Refrigerated,LS1 1UR,temperature sensitive
T100209,OR-29689,PN005,Salbutamol Inhaler,S003,UKPharma Dist,D001,Central Hub London,PH002,Royal Infirmary Pharmacy,11-Jul-2024,n/a,,0,0.0,69.17,214.46,214.46,Delivered,B5617,29/09/2026,2-8C,Unknown,handle with care
T101493,OR-45980,PN006,Warfarin 2mg Tablet,S003,UKPharma Dist,D001,Central Hub London,PH001,St Thomas Hospital Pharmacy,???,5,02/04/2025,-999,500.0,free,28.2,,Returned,B5571,2026-03-19,Refrigerated,B1 1AA,
T100924,OR-22103,PN001,Amoxicillin  500mg  Capsule,S002,MediSupply Ltd,D002,North West Depot,PH004,Community Health Pharmacy,09/02/2024,10,13/09/2024,150,119.0,34.56,222.78,5416.78,Partial,B3933,12/03/2026,2-8C,LS1 1UR,
T100814,OR-91811,PN005,Salbutamol Inhaler,S005,GlobalMeds,D004,Wales Depot,PH006,Northside Pharmacy,03-Mar-2025,3,03/07/2025,10,10.0,62.29,253.71,876.61,Cancelled,B3585,2027-04-25,Refrigerated,,handle with care
T100321,OR-96546,PN007,Omeprazole 20mg Capsule,S005,GlobalMeds,D001,Central Hub London,PH005,County General Pharmacy,05/08/2023,-1,08/05/2023,300,300.0,4.3,178.58,1468.58,Delivered,B3013,2023-12-29,ambient,Unknown,call before delivery
T100478,OR-17397,PN001,Amoxicillin 500mg Capsule,S003,UKPharma Dist,D001,Central Hub London,PH004,Community Health Pharmacy,05/25/2025,14,2025-06-08,20,20.0,10.35,169.3,376.3,In Transit,B5414,Feb 21 2026,2-8C,M1 2AB,short shipment
T101507,OR-25731,PN008,Flu Vaccine,S003,UKPharma Dist,D001,Central Hub London,PH003,City Clinic Pharmacy,2023-08-07,14,,250,250.0,24.21,189.93,6242.43,Delivered,B7058,20/02/2024,Cold Chain,Unknown,short shipment
T100183,OR-96117,PN003,Insulin Glargine 100IU/ml,S001,NHS Supply Chain,D003,Scotland Regional Hub,PH009,Midtown Pharmacy,2023-10-26,10,11/07/2023,150,150.0,34.09,138.65,5252.15,Partial,B7542,N/A,ambient,B1 1AA,temperature sensitive
T100485,OR-77596,PN007,Omeprazole 20mg Capsule,S001,NHS Supply Chain,D001,Central Hub London,PH008,Lakeside Pharmacy,2024/09/26,3,2024-09-29,100,100.0,26.23,150.29,2773.29,Returned,B1176,19/01/2026,18C,B1 1AA,handle with care
T101094,OR-46122,PN005,Salbutamol Inhaler,S001,NHS Supply Chain,D005,East England Depot,PH005,County General Pharmacy,2025-04-13,3,,250,250.0,23.66,181.87,6096.87,Partial,B1036,Jan 06 2027,Cold Chain,SE1 9RT,
T100336,OR-12244,PN002,Paracetamol 500mg Tablet,S002,MediSupply Ltd,D001,Central Hub London,PH010,University Hospital Pharmacy,2025-04-03,3,04/06/2025,150,150.0,58.3,186.32,8931.32,Delivered,B4715,18/02/2027,Cold Chain,M1 2AB,temperature sensitive
T100609,OR-44405,PN005,Salbutamol Inhaler,S003,UKPharma Dist,D002,North West Depot,PH006,Northside Pharmacy,01/10/2024,4,01/15/2024,100,100.0,16.44,258.21,1902.21,Cancelled,B6636,12/03/2026,ambient,SE1 9RT,urgent
T100142,OR-12299,PN003,Insulin Glargine 100IU/ml,S004,HealQuick ,D005,East England Depot,PH005,County General Pharmacy,2024/05/20,n/a,unknown,100,100.0,67.01,206.35,6907.35,Cancelled,B2093,Nov 21 2025,Cold Chain,,
T100487,OR-97277,PN007,Omeprazole 20mg Capsule,S001,NHS Supply Chain,D001,Central Hub London,PH009,Midtown Pharmacy,2024/01/17,7,01/26/2024,10,10.0,48.91,87.02,576.12,Partial,,2024-08-21,Cold Chain,LS1 1UR,
T100355,OR-24202,PN001,Amoxicillin 500mg Capsule,S002,MediSupply Ltd,D005,East England Depot,PH010,University Hospital Pharmacy,10/02/2024,7,10/10/2024,500,500.0,7.18,235.06,3825.06,Returned,B6412,N/A,Refrigerated,Unknown,urgent
T100082,OR-73979,PN006,Warfarin 2mg Tablet,S001,NHS Supply Chain,D001,Central Hub London,PH003,City Clinic Pharmacy,10/11/2024,5,15/11/2024,200,200.0,36.13,50.03,7276.03,In Transit,B8908,Apr 03 2027,Cold Chain,unknown,call before delivery
T101236,OR-17900,PN010,Co-codamol 30/500 Tablet,S003,UKPharma Dist,D001,Central Hub London,PH006,Northside Pharmacy,19/04/2024,7,2024-04-26,500,500.0,59.04,229.83,29749.83,Cancelled,B3413,2026-05-23,Cold Chain,SE1 9RT,temperature sensitive
T100492,OR-27494,PN004,Atorvastatin  20mg  Tablet,S001,NHS Supply Chain,D005,East England Depot,PH003,City Clinic Pharmacy,09/07/2024,10,18/09/2024,1603,1603.0,72.46,194.05,116347.43,Partial,B7930,Feb 05 2027,Cold Chain,B1 1AA,"urgent
please confirm"
T100048,OR-25376,PN007,Omeprazole 20mg Capsule,S002,MediSupply Ltd,D005,East England Depot,PH008,Lakeside Pharmacy,04/09/2023,10,14/09/2023,20,11.0,28.15,15.46,578.46,Delivered,B4082,Oct 24 2025,Room Temp,M1 2AB,urgent
T100460,OR-76452,PN002,Paracetamol 500mg Tablet,S005,GlobalMeds,D003,Scotland Regional Hub,PH006,Northside Pharmacy,28/05/2024,14,,150,150.0,33.76,179.17,5243.17,Cancelled,B8076,Jan 17 2025,Room Temp,,call before delivery
T101181,OR-58132,PN008,Flu Vaccine,S005,GlobalMeds,D005,East England Depot,PH005,County General Pharmacy,2025-01-14,4,2025-01-19,20,20.0,68.06,94.66,1455.86,Cancelled,B2837,11/11/2025,2-8C,,call before delivery
T100150,OR-29365,PN004,Atorvastatin 20mg Tablet,S005,GlobalMeds,D001,Central Hub London,PH010,University Hospital Pharmacy,2025/03/31,3,04/04/2025,300,300.0,50.53,188.35,15347.35,Partial,B8656,Jul 12 2027,2 to 8°C,LS1 1UR,
T100871,OR-55956,PN009,Metformin 500mg Tablet,S002,MediSupply Ltd,D002,North West Depot,PH009,Midtown Pharmacy,05/24/2025,5,05/29/2025,100,100.0,55.45,,5545.0,Returned,B1160,25/03/2026,18C,Unknown,temperature sensitive
T101207,OR-50665,PN008,Flu Vaccine,S005,GlobalMeds,D005,East England Depot,PH001,St Thomas Hospital Pharmacy,2023.01.19,2,21 January 2023,20,16.0,6.44,250.4,379.2,Delivered,B2278,2024-11-06,ambient,,handle with care
T100482,OR-54917,PN006,Warfarin 2mg Tablet,S002,MediSupply Ltd,D001,Central Hub London,PH002,Royal Infirmary Pharmacy,30/06/2024,14,14/07/2024,300,300.0,1.45,48.76,483.76,Returned,B1187,08/09/2026,Cold Chain,,"temperature sensitive
please confirm"
T101184,OR-71907,PN009,Metformin 500mg Tablet,S002,MediSupply Ltd,D004,Wales Depot,PH002,Royal Infirmary Pharmacy,27/02/2024,5,03/03/2024,20,20.0,70.04,186.83,1587.63,Returned,B8571,Mar 05 2026,18C,,urgent
T101395,OR-51733,PN008,Flu Vaccine,S003,UKPharma Dist,D002,North West Depot,PH003,City Clinic Pharmacy,2023/07/03,5,08/07/2023,150,150.0,37.17,277.33,5852.83,Returned,B4880,2025-04-25,,B1 1AA,urgent
T100922,OR-74474,PN006,Warfarin 2mg Tablet,S004,HealQuick,D001,Central Hub London,PH005,County General Pharmacy,23/06/2023,14,07/08/2023,10,10.0,8.39,149.7,233.6,Returned,B2591,2024-12-31,2-8C,,temperature sensitive
T101336,OR-96762,PN006,Warfarin 2mg Tablet,S005,GlobalMeds,D002,North West Depot,PH003,City Clinic Pharmacy,05/06/2023,-2,06/04/2023,250,250.0,6.68,275.95,TBD,Partial,B8654,27/05/2024,2-8C,,temperature sensitive
T101581,OR-23304,PN004,atorvastatin 20mg tablet,S003,UKPharma Dist,D002,North West Depot,PH002,Royal Infirmary Pharmacy,2023/09/20,14,10/04/2023,250,250.0,48.22,172.24,12227.24,Cancelled,B2935,Mar 04 2026,2-8C,SE1 9RT,handle with care
T101508,OR-83197,PN005,Salbutamol Inhaler,S003,UKPharma Dist,D003,Scotland Regional Hub,PH006,Northside Pharmacy,2023/03/23,10,04/02/2023,200,200.0,65.8,40.33,13200.33,Delivered,B9899,Nov 24 2023,18C,Unknown,handle with care
T100174,OR-23346,PN001,Amoxicillin 500mg Capsule,S001,NHS Supply Chain,D003,Scotland Regional Hub,PH005,County General Pharmacy,2023.03.06,5,2023-03-12,50,50.0,£18.14,179.99,TBD,Partial,B2401,Oct 06 2023,2-8C,SE1 9RT,handle with care
T101071,OR-34433,PN008,Flu Vaccine,S004,HealQuick,D004,Wales Depot,PH003,City Clinic Pharmacy,13-Jun-2023,4,2023-06-17,300,300.0,55.11,65.44,16598.44,Returned,B7374,Jan 28 2025,2-8C,SE1 9RT,handle with care
T100713,OR-35799,PN007,Omeprazole 20mg Capsule,S001,NHS Supply Chain,D003,Scotland Regional Hub,PH004,Community Health Pharmacy,05/12/2023,3,2023-12-09,500,500.0,53.98,264.96,27254.96,Cancelled,B4706,Mar 12 2025,2 to 8°C,SE1 9RT,temperature sensitive
T101323,OR-79322,PN008,Flu Vaccine,S001,NHS Supply Chain,D003,Scotland Regional Hub,PH002,Royal Infirmary Pharmacy,23-Dec-2024,14,,20,,£23.1,47.46,TBD,Partial,B4362,2026-05-04,ambient,SE1 9RT,handle with care
T100518,OR-81061,PN008,flu vaccine,S005,GlobalMeds,D001,Central Hub London,PH006,Northside Pharmacy,2023/04/05,14,2023-04-19,150,150.0,62.78,70.67,9487.67,Partial,B9234,2023-10-29,Room Temp,Unknown,temperature sensitive
T100579,OR-63637,PN005,Salbutamol  Inhaler,S005,GlobalMeds,D002,North West Depot,PH003,City Clinic Pharmacy,09/06/2024,n/a,TBD,10,10.0,4.48,134.46,179.26,Returned,B8816,Jul 24 2026,Refrigerated,B1 1AA,temperature sensitive
T100931,OR-77914,PN007,Omeprazole 20mg Capsule,S003,UKPharma Dist,D002,North West Depot,PH002,Royal Infirmary Pharmacy,04-Nov-2024,4,09/11/2024,10,10.0,68.75,195.93,883.43,Returned,B8846,Dec 22 2025,2 to 8°C,b1 1aa,urgent
T100358,OR-63955,PN007,Omeprazole 20mg Capsule,S004,HealQuick,D002,North West Depot,PH010,University Hospital Pharmacy,2023-12-09,2,12/12/2023,150,150.0,15.09,123.34,2386.84,In Transit,5425,Oct 26 2025,ambient,SE1 9RT,urgent
T100691,OR-21081,PN001,Amoxicillin 500mg Capsule,S003,UKPharma Dist ,D002,North West Depot,PH007,Southcare Pharmacy,02-Apr-2025,n/a,unknown,300,300.0,35.8,125.99,10865.99,Cancelled,B6494,2026-02-03,Refrigerated,M1 2AB,temperature sensitive
T100418,OR-42065,PN008,Flu Vaccine,S003,UKPharma Dist,D004,Wales Depot,PH008,Lakeside Pharmacy,25-Jul-2023,4,2023-07-29,20,20.0,22.26,297.12,742.32,In Transit,B6795,Feb 10 2025,ambient,,call before delivery
T101247,OR-32287,PN009,Metformin 500mg Tablet,S003,UKPharma Dist,D003,Scotland Regional Hub,PH008,Lakeside Pharmacy,2024-09-05,5,2024-09-12,0,0.0,64.88,3.41,103.41,In Transit,9787,Dec 17 2026,Room Temp,LS1 1UR,
T101270,OR-71030,PN003,Insulin Glargine 100IU/ml,S001,NHS Supply Chain ,D004,Wales Depot,PH010,University Hospital Pharmacy,27-Apr-2024,2,2024-05-01,150,150.0,14.12,193.01,2311.01,Delivered,B1289,Nov 19 2025,18C,B1 1AA,temperature sensitive
T100341,OR-42020,PN009,Metformin 500mg Tablet,S002,MediSupply Ltd,D001,Central Hub London,PH008,Lakeside Pharmacy,2025/03/15,5,22/03/2025,200,200.0,58.69,295.95,12033.95,In Transit,B7075,Aug 18 2027,Refrigerated,,
T101136,OR-76511,PN010,Co-codamol 30/500 Tablet,S002,MediSupply Ltd,D002,North West Depot,PH002,Royal Infirmary Pharmacy,26-Dec-2024,5,02/01/2025,50,50.0,20.95,270.1,1317.6,Cancelled,,03/08/2026,2-8C,LS1 1UR,call before delivery
T101565,OR-34779,PN005,Salbutamol Inhaler,S003,UKPharma Dist,D003,Scotland Regional Hub,PH003,City Clinic Pharmacy,2023/09/04,7,11/09/2023,10,10.0,61.4,173.81,787.81,Cancelled,B6116,Oct 20 2024,2-8C,B1 1AA,short shipment
T100534,OR-61069,PN008,Flu Vaccine,S002,MediSupply Ltd,D002,North West Depot,PH007,Southcare Pharmacy,12-May-2025,5,05/17/2025,500,500.0,20.04,200.33,10220.33,Partial,B8539,Jan 01 2027,2-8C,Unknown,short shipment
