"transaction_id";"order_ref";"product_code";"product_name";"supplier_code";"supplier_name";"distributor_code";"distributor_name";"pharmacy_code";"pharmacy_name";"order_date";"lead_time";"delivery_date";"quantity_ordered";"quantity_delivered";"unit_cost";"transport_cost";"total_cost";"status";"batch_no";"expiry_date";"storage_temp";"postcode";"notes"
"T100333";"OR-81712";"PN010";"Co-codamol 30/500 Tablet";"S002";"MediSupply Ltd";"D004";"Wales Depot";"PH006";"Northside Pharmacy";"2023-06-01";3;"2023-05-06";0;0;28.29;144.84;144.84;"In Transit";"B9273";"2025-01-01";"Refrigerated";"B1 1AA";"Unknown_notes"
"T100334";"OR-60990";"PN008";"Flu Vaccine";"S001";"NHS Supply Chain";"D004";"Wales Depot";"PH010";"University Hospital Pharmacy";"2024-08-08";14;"2024-08-23";500;435;33.97;287.59;17272.59;"Returned";"B1267";"2026-11-21";"ambient";"Unknown_post";"Handle with care"
"T100335";"OR-97555";"PN006";"Warfarin 2mg Tablet";"S004";"HealQuick";"D004";"Wales Depot";"PH001";"St Thomas Hospital Pharmacy";"2023-04-12";10;"2023-04-23";20;20;52.02;46.67;1087.07;"In Transit";"Unknown_batch";"2024-07-11";"Refrigerated";"SE1 9RT";"Short Shipment"
"T100336";"OR-12244";"PN002";"Paracetamol 500mg Tablet";"S002";"MediSupply Ltd";"D001";"Central Hub London";"PH010";"University Hospital Pharmacy";"2025-04-03";3;"2025-06-04";150;150;58.3;186.32;8931.32;"Delivered";"B4715";"2027-02-18";"Cold Chain";"M1 2AB";"Temperature Sensitive"
"T100337";"OR-28012";"PN006";"Warfarin 2mg Tablet";"S003";"UKPharma Dist";"D001";"Central Hub London";"PH010";"University Hospital Pharmacy";"2024-06-17";7;"2024-06-25";150;54;70.46;208.77;10777.77;"Cancelled";"B7750";"2026-06-10";"ambient";"LS1 1UR";"Handle with care"
"T100340";"OR-17810";"PN004";"Atorvastatin 20mg Tablet";"S001";"NHS Supply Chain";"D002";"North West Depot";"PH004";"Community Health Pharmacy";"2023-10-11";10;"2023-10-21";20;20;73.31;82.52;1548.72;"In Transit";"B6786";"2026-02-18";"Room Temp";"M1 2AB";"Temperature Sensitive"
"T100341";"OR-42020";"PN009";"Metformin 500mg Tablet";"S002";"MediSupply Ltd";"D001";"Central Hub London";"PH008";"Lakeside Pharmacy";"2025-03-15";5;"2025-03-22";200;200;58.69;295.95;12033.95;"In Transit";"B7075";"2027-08-18";"Refrigerated";"Unknown_post";"Unknown_notes"
"T100342";"OR-27956";"PN009";"Metformin 500mg Tablet";"S002";"MediSupply Ltd";"D001";"Central Hub London";"PH003";"City Clinic Pharmacy";"2023-01-21";14;"2023-02-04";100;100;15.36;180.47;1716.47;"Partial";"B5012";"2024-06-28";"Refrigerated";"B1 1AA";"Call before delivery"
"T100343";"OR-23119";"PN001";"Amoxicillin 500mg Capsule";"S001";"NHS Supply Chain";"D005";"East England Depot";"PH008";"Lakeside Pharmacy";"2025-01-05";3;"2025-01-09";10;10;7.46;28.05;102.65;"In Transit";"Unknown_batch";"2027-06-09";"ambient";"Unknown_post";"Please confirm"
"T100344";"OR-21118";"PN010";"Co-codamol 30/500 Tablet";"S003";"UKPharma Dist";"D005";"East England Depot";"PH003";"City Clinic Pharmacy";"2023-01-28";7;"2023-02-04";20;20;49.79;35.36;1031.16;"Cancelled";"B8074";"2023-09-29";"Cold Chain";"B1 1AA";"Call before delivery"
"T100345";"OR-27723";"PN004";"Atorvastatin 20mg Tablet";"S002";"MediSupply Ltd";"D005";"East England Depot";"PH009";"Midtown Pharmacy";"2024-08-28";5;"2024-09-02";250;250;58.0;121.74;14621.74;"Delivered";"B2889";"2025-07-03";"ambient";"SE1 9RT";"Call before delivery"
"T100349";"OR-15546";"PN003";"Insulin Glargine 100IU/ml";"S002";"MediSupply Ltd";"D002";"North West Depot";"PH009";"Midtown Pharmacy";"2024-10-25";3;"2024-10-30";300;300;12.32;215.1;3911.1;"Returned";"B2705";"2026-01-05";"Refrigerated";"Unknown_post";"Handle with care"
"T100351";"OR-64397";"PN003";"Insulin Glargine 100IU/ml";"S004";"HealQuick";"D001";"Central Hub London";"PH009";"Midtown Pharmacy";"2023-02-19";3;"2023-02-22";150;51;6.75;149.0;1161.5;"Delivered";"B9203";"2025-03-05";"Unknown_temp";"Unknown_post";"Unknown_notes"
"T100356";"OR-81991";"PN004";"Atorvastatin 20mg Tablet";"S004";"HealQuick";"D001";"Central Hub London";"PH007";"Southcare Pharmacy";"2024-09-29";5;"2024-10-06";20;20;39.24;180.72;965.52;"Returned";"B1286";"2026-01-13";"Cold Chain";"SE1 9RT";"Short Shipment"
"T100357";"OR-88694";"PN003";"Insulin Glargine 100IU/ml";"S002";"MediSupply Ltd";"D005";"East England Depot";"PH007";"Southcare Pharmacy";"2024-09-08";10;"2024-08-19";20;20;69.33;233.17;1619.77;"Returned";"B6091";"2025-11-10";"Refrigerated";"B1 1AA";"Unknown_notes"
"T100358";"OR-63955";"PN007";"Omeprazole 20mg Capsule";"S004";"HealQuick";"D002";"North West Depot";"PH010";"University Hospital Pharmacy";"2023-12-09";2;"2023-12-12";150;150;15.09;123.34;2386.84;"In Transit";"5425";"2025-10-26";"ambient";"SE1 9RT";"Please confirm"
"T100360";"OR-87200";"PN009";"Metformin 500mg Tablet";"S005";"GlobalMeds";"D001";"Central Hub London";"PH004";"Community Health Pharmacy";"2023-12-08";10;"2023-08-22";150;118;32.62;135.52;5028.52;"Partial";"B2774";"2025-05-27";"ambient";"B1 1AA";"Call before delivery"
"T100361";"OR-96364";"PN003";"Insulin Glargine 100IU/ml";"S004";"HealQuick";"D004";"Wales Depot";"PH010";"University Hospital Pharmacy";"2024-03-24";14;"2024-07-04";150;150;55.54;163.38;8494.38;"Delivered";"B2000";"2026-02-10";"Refrigerated";"Unknown_post";"Unknown_notes"
"T100363";"OR-75172";"PN010";"Co-codamol 30/500 Tablet";"S002";"MediSupply Ltd";"D005";"East England Depot";"PH009";"Midtown Pharmacy";"2024-07-20";4;"2024-07-26";250;250;33.84;291.63;8751.63;"Partial";"B2277";"2025-03-22";"Cold Chain";"Unknown_post";"Short Shipment"
"T100364";"OR-93092";"PN003";"Insulin Glargine 100IU/ml";"S002";"MediSupply Ltd";"D005";"East England Depot";"PH006";"Northside Pharmacy";"2024-11-28";10;"2024-08-12";0;0;54.71;11.49;11.49;"Returned";"B6613";"2026-02-25";"Cold Chain";"LS1 1UR";"Short Shipment"
"T100366";"OR-24300";"PN005";"Salbutamol Inhaler";"S005";"GlobalMeds";"D005";"East England Depot";"PH010";"University Hospital Pharmacy";"2023-03-18";7;"2023-03-26";10;10;34.3;32.17;375.17;"In Transit";"B8796";"2025-03-04";"Cold Chain";"SE1 9RT";"Please confirm"
"T100367";"OR-87112";"PN002";"Paracetamol 500mg Tablet";"S005";"GlobalMeds";"D005";"East England Depot";"PH009";"Midtown Pharmacy";"2024-04-29";10;"2024-05-09";300;300;10.7;242.82;3462.82;"Returned";"B8369";"2025-08-08";"Room Temp";"M1 2AB";"Call before delivery"
"T100370";"OR-83988";"PN009";"Metformin 500mg Tablet";"S004";"HealQuick";"D004";"Wales Depot";"PH003";"City Clinic Pharmacy";"2025-03-16";5;"2025-03-22";200;200;7.22;222.57;1666.57;"In Transit";"B7430";"2026-03-17";"ambient";"SE1 9RT";"Temperature Sensitive"
"T100373";"OR-95688";"PN008";"Flu Vaccine";"S003";"UKPharma Dist";"D002";"North West Depot";"PH009";"Midtown Pharmacy";"2024-02-08";14;"2024-02-22";50;50;43.25;250.56;2413.06;"Returned";"2533";"2025-01-05";"Refrigerated";"Unknown_post";"Unknown_notes"
"T100374";"OR-35945";"PN009";"Metformin 500mg Tablet";"S001";"NHS Supply Chain";"D001";"Central Hub London";"PH004";"Community Health Pharmacy";"2024-12-04";7;"2024-11-12";50;50;31.05;34.55;1587.05;"Delivered";"B7597";"2025-12-04";"ambient";"B1 1AA";"Short Shipment"
"T100377";"OR-62250";"PN001";"Amoxicillin 500mg Capsule";"S002";"MEDISUPPLY LTD ";"D003";"Scotland Regional Hub";"PH007";"Southcare Pharmacy";"2024-05-23";10;"2024-06-03";150;150;36.23;75.33;5509.83;"Returned";"Unknown_batch";"2025-03-20";"Refrigerated";"SE1 9RT";"Temperature Sensitive"
"T100378";"OR-66293";"PN002";"Paracetamol 500mg Tablet";"S001";"NHS Supply Chain";"D003";"Scotland Regional Hub";"PH008";"Lakeside Pharmacy";"2023-04-20";14;"2023-05-04";200;200;6.44;261.07;1549.07;"Cancelled";"B4268";"2024-04-13";"Unknown_temp";"LS1 1UR";"Short Shipment"
"T100381";"OR-86639";"PN009";"Metformin 500mg Tablet";"S001";"NHS Supply Chain";"D001";"Central Hub London";"PH002";"Royal Infirmary Pharmacy";"2024-12-29";5;"2025-01-03";300;300;31.1;197.78;9527.78;"Cancelled";"Unknown_batch";"2027-01-06";"Room Temp";"Unknown_post";"Short Shipment"
"T100382";"OR-88077";"PN003";"Insulin Glargine 100IU/ml";"S001";"NHS Supply Chain";"D005";"East England Depot";"PH005";"County General Pharmacy";"2024-11-08";14;"2024-11-24";20;20;38.73;132.11;906.71;"Delivered";"B2011";"2026-01-27";"Cold Chain";"Unknown_post";"Please confirm"
"T100383";"OR-65264";"PN002";"Paracetamol 500mg Tablet";"S005";"GlobalMeds";"D004";"Wales Depot";"PH009";"Midtown Pharmacy";"2024-05-31";14;"2024-06-16";500;500;59.36;13.21;29693.21;"In Transit";"B4672";"2025-12-18";"Refrigerated";"Unknown_post";"Handle with care"
"T100384";"OR-21689";"PN005";"Salbutamol Inhaler";"S003";"UKPharma Dist";"D003";"Scotland Regional Hub";"PH008";"Lakeside Pharmacy";"2024-06-07";-3;"2024-06-06";50;50;37.94;66.6;1963.6;"Returned";"B1673";"2025-04-23";"Cold Chain";"Unknown_post";"Temperature Sensitive"
"T100386";"OR-21835";"PN008";"Flu Vaccine";"S005";"GlobalMeds";"D005";"East England Depot";"PH010";"University Hospital Pharmacy";"2025-02-10";7;"2025-02-17";20;20;74.65;186.76;1679.76;"Cancelled";"B9821";"2026-04-20";"Cold Chain";"Unknown_post";"Temperature Sensitive"
"T100387";"OR-42796";"PN010";"Co-codamol 30/500 Tablet";"S001";"NHS Supply Chain";"D005";"East England Depot";"PH003";"City Clinic Pharmacy";"2023-01-03";3;"2023-03-04";200;200;57.96;94.32;11686.32;"In Transit";"B5258";"2025-05-02";"Refrigerated";"Unknown_post";"Please confirm"
"T100394";"OR-51854";"PN009";"Metformin 500mg Tablet";"S005";"GlobalMeds";"D005";"East England Depot";"PH001";"St Thomas Hospital Pharmacy";"2024-12-29";3;"2025-01-01";0;0;9.04;189.41;189.41;"Partial";"2993";"2025-09-20";"ambient";"SE1 9RT";"Please confirm"
"T100395";"OR-21343";"PN002";"Paracetamol 500mg Tablet";"S003";"UKPharma Dist";"D005";"East England Depot";"PH003";"City Clinic Pharmacy";"2023-07-19";14;"2023-08-02";0;0;61.39;222.66;222.66;"Cancelled";"Unknown_batch";"2025-12-20";"ambient";"Unknown_post";"Call before delivery"
"T100396";"OR-20162";"PN004";"Atorvastatin 20mg Tablet";"S003";"UKPharma Dist";"D005";"East England Depot";"PH005";"County General Pharmacy";"2025-03-01";7;"2025-08-03";300;300;12.37;158.39;3869.39;"Returned";"B2938";"2027-07-27";"Refrigerated";"M1 2AB";"Temperature Sensitive"
"T100397";"OR-67113";"PN007";"Omeprazole 20mg Capsule";"S001";"NHS Supply Chain";"D003";"Scotland Regional Hub";"PH008";"Lakeside Pharmacy";"2025-05-19";14;"2025-03-06";500;500;25.5;138.17;12888.17;"In Transit";"B7309";"2026-01-30";"Refrigerated";"Unknown_post";"Call before delivery"
"T100398";"OR-46699";"PN003";"Insulin Glargine 100IU/ml";"S005";"GlobalMeds";"D003";"Scotland Regional Hub";"PH006";"Northside Pharmacy";"2023-09-30";7;"2023-10-09";300;300;27.85;5.42;8360.42;"Partial";"B6606";"2024-05-21";"Refrigerated";"LS1 1UR";"Short Shipment"
"T100399";"OR-95674";"PN009";"Metformin 500mg Tablet";"S002";"MediSupply Ltd";"D001";"Central Hub London";"PH007";"Southcare Pharmacy";"2024-07-09";2;"2024-11-07";0;0;61.31;24.26;24.26;"In Transit";"B8218";"2026-08-11";"Refrigerated";"LS1 1UR";"Unknown_notes"
"T100404";"OR-38548";"PN001";"Amoxicillin 500mg Capsule";"S003";"UKPharma Dist";"D005";"East England Depot";"PH002";"Royal Infirmary Pharmacy";"2023-08-15";7;"2023-08-23";500;272;36.77;5.77;18390.77;"Returned";"Unknown_batch";"2025-08-23";"Cold Chain";"Unknown_post";"Short Shipment"
"T100406";"OR-21905";"PN007";"Omeprazole 20mg Capsule";"S001";"NHS Supply Chain";"D002";"North West Depot";"PH003";"City Clinic Pharmacy";"2024-09-23";10;"2024-05-10";300;196;44.72;13.93;13429.93;"In Transit";"B3317";"2026-03-19";"ambient";"LS1 1UR";"Please confirm"
"T100408";"OR-92221";"PN010";"Co-codamol 30/500 Tablet";"S002";"MediSupply Ltd";"D003";"Scotland Regional Hub";"PH001";"St Thomas Hospital Pharmacy";"2024-11-04";3;"2024-11-07";50;50;17.53;75.59;952.09;"Cancelled";"B3157";"2026-10-22";"Cold Chain";"M1 2AB";"Call before delivery"
"T100409";"OR-99887";"PN003";"Insulin Glargine 100IU/ml";"S002";"MediSupply Ltd";"D004";"Wales Depot";"PH008";"Lakeside Pharmacy";"2024-01-03";2;"2024-01-05";200;200;51.32;237.91;10501.91;"Partial";"B7518";"2024-10-07";"Room Temp";"Unknown_post";"Short Shipment"
"T100410";"OR-43388";"PN002";"Paracetamol 500mg Tablet";"S002";"MediSupply Ltd";"D002";"North West Depot";"PH002";"Royal Infirmary Pharmacy";"2025-03-15";14;"2025-03-30";20;20;36.77;167.15;902.55;"Partial";"B1664";"2027-08-29";"Refrigerated";"LS1 1UR";"Short Shipment"
"T100411";"OR-63420";"PN001";"Amoxicillin 500mg Capsule";"S003";"UKPharma Dist";"D002";"North West Depot";"PH010";"University Hospital Pharmacy";"2024-03-02";10;"2024-03-12";200;200;16.62;248.62;3572.62;"Cancelled";"B3478";"2026-02-07";"Refrigerated";"LS1 1UR";"Call before delivery"
"T100412";"OR-53361";"PN004";"Atorvastatin 20mg Tablet";"S005";"GlobalMeds";"D002";"North West Depot";"PH004";"Community Health Pharmacy";"2024-07-27";3;"2024-07-31";0;0;71.23;206.86;206.86;"Cancelled";"B9667";"2025-02-20";"ambient";"LS1 1UR";"Call before delivery"
"T100414";"OR-51724";"PN004";"Atorvastatin 20mg Tablet";"S003";"UKPharma Dist";"D003";"Scotland Regional Hub";"PH001";"St Thomas Hospital Pharmacy";"2024-11-14";7;"2024-11-21";150;150;31.24;31.27;4717.27;"Delivered";"B2998";"2026-11-07";"Room Temp";"SE1 9RT";"Unknown_notes"
"T100415";"OR-73418";"PN006";"Warfarin 2mg Tablet";"S002";"MediSupply Ltd";"D004";"Wales Depot";"PH005";"County General Pharmacy";"2023-01-10";5;"2023-10-06";20;20;30.32;140.41;746.81;"Delivered";"B6850";"2025-06-21";"Refrigerated";"M1 2AB";"Unknown_notes"
"T100416";"OR-29445";"PN003";"Insulin Glargine 100IU/ml";"S004";"HealQuick";"D001";"Central Hub London";"PH007";"Southcare Pharmacy";"2023-01-28";7;"2023-04-02";10;10;28.67;155.43;442.13;"Delivered";"B4055";"2025-05-03";"ambient";"M1 2AB";"Call before delivery"
"T100417";"OR-21749";"PN008";"Flu Vaccine";"S005";"GLOBALMEDS";"D003";"Scotland Regional Hub";"PH008";"Lakeside Pharmacy";"2024-12-08";3;"2024-12-11";10;10;29.49;229.35;524.25;"In Transit";"2616";"2025-10-11";"ambient";"Unknown_post";"Call before delivery"
"T100418";"OR-42065";"PN008";"Flu Vaccine";"S003";"UKPharma Dist";"D004";"Wales Depot";"PH008";"Lakeside Pharmacy";"2023-07-25";4;"2023-07-29";20;20;22.26;297.12;742.32;"In Transit";"B6795";"2025-02-10";"ambient";"Unknown_post";"Call before delivery"
"T100422";"OR-58622";"PN005";"Salbutamol Inhaler";"S004";"HealQuick";"D003";"Scotland Regional Hub";"PH005";"County General Pharmacy";"2024-11-07";4;"2024-07-16";50;40;2.96;209.71;457.71;"Partial";"B7989";"2026-04-27";"ambient";"M1 2AB";"Please confirm"
"T100423";"OR-63728";"PN001";"Amoxicillin 500mg Capsule";"S002";"MediSupply Ltd";"D004";"Wales Depot";"PH005";"County General Pharmacy";"2023-08-29";7;"2023-09-06";200;200;65.66;66.42;13198.42;"Cancelled";"B7480";"2025-11-03";"Room Temp";"M1 2AB";"Please confirm"
"T100424";"OR-60004";"PN009";"Metformin 500mg Tablet";"S002";"MediSupply Ltd";"D003";"Scotland Regional Hub";"PH009";"Midtown Pharmacy";"2024-03-06";5;"2024-03-12";0;0;13.41;143.68;143.68;"Cancelled";"B7763";"2025-12-29";"Refrigerated";"SE1 9RT";"Handle with care"
"T100425";"OR-34060";"PN003";"Insulin Glargine 100IU/ml";"S001";"NHS Supply Chain";"D003";"Scotland Regional Hub";"PH002";"Royal Infirmary Pharmacy";"2023-05-20";14;"2023-04-06";150;150;41.88;276.81;6558.81;"Cancelled";"B5888";"2025-10-28";"Room Temp";"B1 1AA";"Unknown_notes"
"T100427";"OR-51312";"PN009";"Metformin 500mg Tablet";"S002";"MediSupply Ltd";"D003";"Scotland Regional Hub";"PH007";"Southcare Pharmacy";"2024-02-05";14;"2024-02-19";20;20;30.39;263.34;871.14;"Cancelled";"B8224";"2026-07-12";"Refrigerated";"SE1 9RT";"Temperature Sensitive"
"T100428";"OR-52089";"PN001";"Amoxicillin 500mg Capsule";"S001";"NHS Supply Chain";"D002";"North West Depot";"PH010";"University Hospital Pharmacy";"2024-07-23";3;"2024-07-26";250;250;74.96;215.31;18955.31;"In Transit";"B7116";"2026-03-18";"ambient";"LS1 1UR";"Temperature Sensitive"
"T100429";"OR-82456";"PN007";"Omeprazole 20mg Capsule";"S002";"MediSupply Ltd";"D003";"Scotland Regional Hub";"PH009";"Midtown Pharmacy";"2023-08-21";5;"2023-08-26";150;150;29.2;76.42;4456.42;"In Transit";"B4074";"2024-05-05";"Room Temp";"SE1 9RT";"Short Shipment"
"T100430";"OR-80723";"PN010";"Co-codamol 30/500 Tablet";"S001";"NHS Supply Chain";"D004";"Wales Depot";"PH005";"County General Pharmacy";"2024-12-11";3;"2024-12-15";10;10;29.39;136.32;430.22;"Cancelled";"B2851";"2026-06-29";"Refrigerated";"Unknown_post";"Call before delivery"
"T100432";"OR-39233";"PN010";"Co-codamol 30/500 Tablet";"S003";"UKPharma Dist";"D005";"East England Depot";"PH003";"City Clinic Pharmacy";"2023-01-29";3;"2023-02-01";20;20;17.83;243.71;600.31;"Returned";"B3947";"2024-08-17";"ambient";"SE1 9RT";"Unknown_notes"
"T100433";"OR-75251";"PN001";"Amoxicillin 500mg Capsule";"S002";"MediSupply Ltd";"D001";"Central Hub London";"PH003";"City Clinic Pharmacy";"2025-05-20";14;"2025-06-04";300;300;30.41;174.85;9297.85;"Returned";"Unknown_batch";"2026-09-28";"Refrigerated";"SE1 9RT";"Short Shipment"
"T100434";"OR-36104";"PN009";"Metformin 500mg Tablet";"S004";"HealQuick";"D004";"Wales Depot";"PH005";"County General Pharmacy";"2025-03-04";10;"2025-03-14";200;142;3.89;65.09;843.09;"Partial";"B2833";"2027-05-22";"Refrigerated";"Unknown_post";"Unknown_notes"
"T100435";"OR-39771";"PN009";"Metformin 500mg Tablet";"S004";"HealQuick ";"D002";"North West Depot";"PH001";"St Thomas Hospital Pharmacy";"2023-03-05";3;"2023-03-08";0;0;66.53;0.57;0.57;"Partial";"B3800";"2025-04-01";"Refrigerated";"Unknown_post";"Temperature Sensitive"
"T100437";"OR-50376";"PN008";"Flu Vaccine";"S003";"UKPharma Dist";"D005";"East England Depot";"PH009";"Midtown Pharmacy";"2023-04-13";2;"2023-04-17";300;300;40.23;104.98;12173.98;"Delivered";"B3468";"2024-10-29";"Refrigerated";"B1 1AA";"Unknown_notes"
"T100440";"OR-75883";"PN001";"Amoxicillin 500mg Capsule";"S005";"GlobalMeds";"D004";"Wales Depot";"PH005";"County General Pharmacy";"2025-05-03";5;"2025-05-08";0;0;57.1;260.83;260.83;"Delivered";"B6856";"2026-02-06";"Room Temp";"Unknown_post";"Handle with care"
"T100443";"OR-36140";"PN009";"Metformin 500mg Tablet";"S002";"MediSupply Ltd";"D002";"North West Depot";"PH006";"Northside Pharmacy";"2023-05-24";2;"2023-05-27";150;150;45.15;80.77;6853.27;"In Transit";"B3312";"2025-05-14";"ambient";"LS1 1UR";"Call before delivery"
"T100448";"OR-79590";"PN006";"Warfarin 2mg Tablet";"S004";"HEALQUICK";"D003";"Scotland Regional Hub";"PH004";"Community Health Pharmacy";"2023-05-10";10;"2023-05-20";300;300;65.03;127.98;19636.98;"Cancelled";"B2655";"2024-03-10";"Refrigerated";"M1 2AB";"Temperature Sensitive"
"T100449";"OR-30762";"PN007";"Omeprazole 20mg Capsule";"S002";"MediSupply Ltd";"D005";"East England Depot";"PH007";"Southcare Pharmacy";"2024-08-04";3;"2024-07-08";200;200;6.9;112.67;1492.67;"Cancelled";"B2895";"2025-11-24";"Refrigerated";"B1 1AA";"Temperature Sensitive"
"T100451";"OR-23848";"PN005";"Salbutamol Inhaler";"S005";"GlobalMeds";"D003";"Scotland Regional Hub";"PH004";"Community Health Pharmacy";"2023-01-23";14;"2023-07-02";0;0;70.42;261.35;261.35;"In Transit";"B6384";"2024-10-28";"Refrigerated";"B1 1AA";"Short Shipment"
"T100452";"OR-21140";"PN005";"Salbutamol Inhaler";"S003";"UKPharma Dist";"D005";"East England Depot";"PH002";"Royal Infirmary Pharmacy";"2024-03-06";5;"2024-06-08";250;250;45.58;285.45;11680.45;"Partial";"B4052";"2026-01-09";"Refrigerated";"SE1 9RT";"Please confirm"
"T100453";"OR-94631";"PN006";"Warfarin 2mg Tablet";"S003";"UKPharma Dist";"D004";"Wales Depot";"PH010";"University Hospital Pharmacy";"2025-05-08";3;"2025-11-05";500;500;11.26;139.68;5769.68;"Partial";"B7386";"2027-06-15";"Room Temp";"LS1 1UR";"Please confirm"
"T100454";"OR-70475";"PN003";"Insulin Glargine 100IU/ml";"S001";"NHS Supply Chain ";"D005";"East England Depot";"PH007";"Southcare Pharmacy";"2023-12-04";-3;"2023-04-09";0;0;60.29;108.12;108.12;"Delivered";"Unknown_batch";"2025-01-27";"Refrigerated";"LS1 1UR";"Short Shipment"
"T100455";"OR-94927";"PN008";"Flu Vaccine";"S004";"HealQuick";"D002";"North West Depot";"PH009";"Midtown Pharmacy";"2025-12-04";10;"2025-04-24";100;100;59.53;50.16;6003.16;"Partial";"B8451";"2026-06-16";"Refrigerated";"M1 2AB";"Please confirm"
"T100456";"OR-86210";"PN003";"Insulin Glargine 100IU/ml";"S001";"NHS Supply Chain";"D001";"Central Hub London";"PH010";"University Hospital Pharmacy";"2023-10-06";5;"2023-10-11";20;20;10.23;180.8;385.4;"In Transit";"B6651";"2025-04-05";"Refrigerated";"B1 1AA";"Unknown_notes"
"T100457";"OR-91962";"PN002";"Paracetamol 500mg Tablet";"S003";"UKPharma Dist";"D004";"Wales Depot";"PH005";"County General Pharmacy";"2024-05-05";7;"2024-05-14";300;300;17.69;26.57;5333.57;"Partial";"B3140";"2025-09-04";"Refrigerated";"Unknown_post";"Please confirm"
"T100458";"OR-21794";"PN004";"Atorvastatin 20mg Tablet";"S003";"UKPharma Dist";"D001";"Central Hub London";"PH009";"Midtown Pharmacy";"2023-06-11";7;"2023-06-18";20;20;65.03;263.59;1538.69;"Delivered";"B7175";"2024-10-01";"Cold Chain";"Unknown_post";"Short Shipment"
"T100461";"OR-62111";"PN003";"Insulin Glargine 100IU/ml";"S003";"UKPharma Dist";"D004";"Wales Depot";"PH003";"City Clinic Pharmacy";"2023-02-04";2;"2023-02-06";50;50;34.36;26.16;1744.16;"Returned";"B6439";"2023-11-29";"ambient";"Unknown_post";"Unknown_notes"
"T100463";"OR-71221";"PN002";"Paracetamol 500mg Tablet";"S002";"MediSupply Ltd";"D002";"North West Depot";"PH005";"County General Pharmacy";"2023-08-29";5;"2023-09-03";20;20;0.78;242.77;258.37;"Partial";"B3130";"2024-05-13";"Cold Chain";"LS1 1UR";"Handle with care"
"T100465";"OR-90124";"PN004";"Atorvastatin 20mg Tablet";"S002";"MediSupply Ltd ";"D002";"North West Depot";"PH005";"County General Pharmacy";"2023-08-19";14;"2023-02-09";500;500;65.03;254.02;32769.02;"In Transit";"Unknown_batch";"2025-02-28";"ambient";"Unknown_post";"Unknown_notes"
"T100467";"OR-60357";"PN005";"Salbutamol Inhaler";"S004";"HealQuick";"D003";"Scotland Regional Hub";"PH001";"St Thomas Hospital Pharmacy";"2024-10-05";5;"2024-10-10";20;20;0.76;228.14;243.34;"Partial";"B1450";"2026-09-09";"Cold Chain";"B1 1AA";"Short Shipment"
"T100468";"OR-99474";"PN008";"Flu Vaccine";"S002";"MediSupply Ltd ";"D005";"East England Depot";"PH002";"Royal Infirmary Pharmacy";"2023-01-08";-3;"2023-01-06";300;300;14.96;118.58;4606.58;"Delivered";"B1623";"2024-08-03";"Refrigerated";"LS1 1UR";"Unknown_notes"
"T100469";"OR-19777";"PN007";"Omeprazole 20mg Capsule";"S003";"UKPharma Dist";"D002";"North West Depot";"PH002";"Royal Infirmary Pharmacy";"2023-11-26";14;"2023-12-10";0;0;48.83;46.96;46.96;"Delivered";"B4639";"2025-03-15";"Refrigerated";"SE1 9RT";"Call before delivery"
"T100472";"OR-16831";"PN002";"Paracetamol 500mg Tablet";"S004";"HealQuick";"D002";"North West Depot";"PH010";"University Hospital Pharmacy";"2023-06-26";14;"2023-07-10";100;100;33.68;43.15;3411.15;"In Transit";"B4411";"2025-02-05";"Room Temp";"B1 1AA";"Call before delivery"
"T100474";"OR-84532";"PN009";"Metformin 500mg Tablet";"S004";"HealQuick";"D002";"North West Depot";"PH003";"City Clinic Pharmacy";"2023-03-03";10;"2023-03-13";250;250;4.76;162.96;1352.96;"Returned";"B4812";"2024-02-25";"Unknown_temp";"Unknown_post";"Unknown_notes"
"T100475";"OR-62127";"PN001";"Amoxicillin 500mg Capsule";"S004";"HealQuick";"D001";"Central Hub London";"PH007";"Southcare Pharmacy";"2024-07-13";5;"2024-07-18";50;50;70.63;55.42;3586.92;"Cancelled";"B4667";"2026-04-05";"Refrigerated";"Unknown_post";"Please confirm"
"T100476";"OR-76278";"PN006";"Warfarin 2mg Tablet";"S005";"GlobalMeds";"D001";"Central Hub London";"PH010";"University Hospital Pharmacy";"2023-08-13";5;"2023-08-20";500;442;42.46;129.13;21359.13;"Cancelled";"B8432";"2025-08-28";"Room Temp";"M1 2AB";"Handle with care"
"T100480";"OR-10973";"PN009";"Metformin 500mg Tablet";"S001";"NHS Supply Chain";"D001";"Central Hub London";"PH006";"Northside Pharmacy";"2024-12-08";-1;"2024-07-12";50;50;44.55;181.64;2409.14;"Cancelled";"B3512";"2026-11-01";"Refrigerated";"Unknown_post";"Unknown_notes"
"T100482";"OR-54917";"PN006";"Warfarin 2mg Tablet";"S002";"MediSupply Ltd";"D001";"Central Hub London";"PH002";"Royal Infirmary Pharmacy";"2024-06-30";14;"2024-07-14";300;300;1.45;48.76;483.76;"Returned";"B1187";"2026-09-08";"Cold Chain";"Unknown_post";"Temperature Sensitive"
"T100483";"OR-78907";"PN001";"Amoxicillin 500mg Capsule";"S001";"NHS Supply Chain";"D001";"Central Hub London";"PH001";"St Thomas Hospital Pharmacy";"2025-01-04";2;"2025-01-06";20;13;28.98;14.03;593.63;"In Transit";"B1610";"2026-04-16";"ambient";"SE1 9RT";"Please confirm"
